6209	6209
6209	4749
6209	195
6209	6125
6209	7611
6209	1282
6209	5195
6209	2723
6209	695
6209	2808
6209	5013
6209	2822
6209	1038
6209	3077
6209	1846
6209	4537
6209	5890
6209	4249
6209	2885
6209	2088
6209	6760
6209	1810
6209	6238
6209	7632
6209	5186
6209	7355
6209	293
6209	69
6209	8913
6209	1223
6209	1902
6209	2054
6209	5741
6209	263
6209	3866
6209	10472
6209	7419
6209	1266
6209	4281
6209	119
6209	3270
6209	4633
6209	6274
6209	5027
6209	2720
6209	3675
6209	4189
6209	3553
6209	4880
6209	10097
6209	4004
6209	6116
6209	3610
6209	1416
6209	354
6209	681
6209	6674
6209	6620
6209	447
6209	2629
6209	7029
6209	9280
6209	1269
6209	6035
6209	5529
6209	5593
6209	5085
6209	9204
6209	5110
6209	6204
6209	5184
6209	3071
6209	9436
6209	5194
6209	1207
6209	5942
6209	2491
6209	658
6209	2915
6209	3841
6209	3267
6209	3691
6209	1620
6209	7588
6209	1281
6209	3639
6209	4212
6209	9359
6209	772
6209	2996
6209	6381
6209	3409
6209	1569
6209	8709
6209	6669
6209	3385
6209	8345
6209	9380
6209	6476
6209	4624
6209	5505
6209	6057
6209	817
6209	4809
6209	5152
6209	6514
6209	2238
6209	936
6209	4123
6209	6028
6209	5119
6209	3086
6209	10685
6209	2463
6209	5495
6209	6193
6209	3942
6209	1662
6209	6304
6209	10236
6209	5283
6209	5497
6209	10088
6209	3596
6209	1981
6209	9367
6209	10153
6209	3724
6209	258
6209	6210
6209	7104
6209	5506
6209	9593
6209	2137
6209	5777
6209	1296
6209	1952
6209	4180
6209	6485
6209	8070
6209	4092
6209	8136
6209	5628
6209	704
6209	2218
6209	2194
6209	3829
6209	4810
6209	3040
6209	4808
6209	4879
4749	6209
4749	4749
4749	195
4749	6125
4749	7611
4749	1282
4749	5195
4749	2723
4749	695
4749	2808
4749	5013
4749	2822
4749	1038
4749	3077
4749	1846
4749	4537
4749	5890
4749	4249
4749	2885
4749	2088
4749	6760
4749	1810
4749	6238
4749	7632
4749	5186
4749	7355
4749	293
4749	69
4749	8913
4749	1223
4749	1902
4749	2054
4749	5741
4749	263
4749	3866
4749	10472
4749	7419
4749	1266
4749	4281
4749	119
4749	3270
4749	4633
4749	6274
4749	5027
4749	2720
4749	3675
4749	4189
4749	3553
4749	4880
4749	10097
4749	4004
4749	6116
4749	3610
4749	1416
4749	354
4749	681
4749	6674
4749	6620
4749	447
4749	2629
4749	7029
4749	9280
4749	1269
4749	6035
4749	5529
4749	5593
4749	5085
4749	9204
4749	5110
4749	6204
4749	5184
4749	3071
4749	9436
4749	5194
4749	1207
4749	5942
4749	2491
4749	658
4749	2915
4749	3841
4749	3267
4749	3691
4749	1620
4749	7588
4749	1281
4749	3639
4749	4212
4749	9359
4749	772
4749	2996
4749	6381
4749	3409
4749	1569
4749	8709
4749	6669
4749	3385
4749	8345
4749	9380
4749	6476
4749	4624
4749	5505
4749	6057
4749	817
4749	4809
4749	5152
4749	6514
4749	2238
4749	936
4749	4123
4749	6028
4749	5119
4749	3086
4749	10685
4749	2463
4749	5495
4749	6193
4749	3942
4749	1662
4749	6304
4749	10236
4749	5283
4749	5497
4749	10088
4749	3596
4749	1981
4749	9367
4749	10153
4749	3724
4749	258
4749	6210
4749	7104
4749	5506
4749	9593
4749	2137
4749	5777
4749	1296
4749	1952
4749	4180
4749	6485
4749	8070
4749	4092
4749	8136
4749	5628
4749	704
4749	2218
4749	2194
4749	3829
4749	4810
4749	3040
4749	4808
4749	4879
195	6209
195	4749
195	195
195	6125
195	7611
195	1282
195	5195
195	2723
195	695
195	2808
195	5013
195	2822
195	1038
195	3077
195	1846
195	4537
195	5890
195	4249
195	2885
195	2088
195	6760
195	1810
195	6238
195	7632
195	5186
195	7355
195	293
195	69
195	8913
195	1223
195	1902
195	2054
195	5741
195	263
195	3866
195	10472
195	7419
195	1266
195	4281
195	119
195	3270
195	4633
195	6274
195	5027
195	2720
195	3675
195	4189
195	3553
195	4880
195	10097
195	4004
195	6116
195	3610
195	1416
195	354
195	681
195	6674
195	6620
195	447
195	2629
195	7029
195	9280
195	1269
195	6035
195	5529
195	5593
195	5085
195	9204
195	5110
195	6204
195	5184
195	3071
195	9436
195	5194
195	1207
195	5942
195	2491
195	658
195	2915
195	3841
195	3267
195	3691
195	1620
195	7588
195	1281
195	3639
195	4212
195	9359
195	772
195	2996
195	6381
195	3409
195	1569
195	8709
195	6669
195	3385
195	8345
195	9380
195	6476
195	4624
195	5505
195	6057
195	817
195	4809
195	5152
195	6514
195	2238
195	936
195	4123
195	6028
195	5119
195	3086
195	10685
195	2463
195	5495
195	6193
195	3942
195	1662
195	6304
195	10236
195	5283
195	5497
195	10088
195	3596
195	1981
195	9367
195	10153
195	3724
195	258
195	6210
195	7104
195	5506
195	9593
195	2137
195	5777
195	1296
195	1952
195	4180
195	6485
195	8070
195	4092
195	8136
195	5628
195	704
195	2218
195	2194
195	3829
195	4810
195	3040
195	4808
195	4879
6125	6209
6125	4749
6125	195
6125	6125
6125	7611
6125	1282
6125	5195
6125	2723
6125	695
6125	2808
6125	5013
6125	2822
6125	1038
6125	3077
6125	1846
6125	4537
6125	5890
6125	4249
6125	2885
6125	2088
6125	6760
6125	1810
6125	6238
6125	7632
6125	5186
6125	7355
6125	293
6125	69
6125	8913
6125	1223
6125	1902
6125	2054
6125	5741
6125	263
6125	3866
6125	10472
6125	7419
6125	1266
6125	4281
6125	119
6125	3270
6125	4633
6125	6274
6125	5027
6125	2720
6125	3675
6125	4189
6125	3553
6125	4880
6125	10097
6125	4004
6125	6116
6125	3610
6125	1416
6125	354
6125	681
6125	6674
6125	6620
6125	447
6125	2629
6125	7029
6125	9280
6125	1269
6125	6035
6125	5529
6125	5593
6125	5085
6125	9204
6125	5110
6125	6204
6125	5184
6125	3071
6125	9436
6125	5194
6125	1207
6125	5942
6125	2491
6125	658
6125	2915
6125	3841
6125	3267
6125	3691
6125	1620
6125	7588
6125	1281
6125	3639
6125	4212
6125	9359
6125	772
6125	2996
6125	6381
6125	3409
6125	1569
6125	8709
6125	6669
6125	3385
6125	8345
6125	9380
6125	6476
6125	4624
6125	5505
6125	6057
6125	817
6125	4809
6125	5152
6125	6514
6125	2238
6125	936
6125	4123
6125	6028
6125	5119
6125	3086
6125	10685
6125	2463
6125	5495
6125	6193
6125	3942
6125	1662
6125	6304
6125	10236
6125	5283
6125	5497
6125	10088
6125	3596
6125	1981
6125	9367
6125	10153
6125	3724
6125	258
6125	6210
