7012	1050	0
46	20	0
26	72	0
32	50	0
6444	72	0
92	50	0
9641	189	0
176	161	0
191	186	0
6479	170	1
186	191	0
209	481	0
250	208	0
7476	237	0
296	296	1
317	225	0
319	319	1
318	90	0
355	368	0
385	385	1
9987	430	0
9987	440	0
435	467	0
467	467	1
517	517	1
520	520	1
8068	524	0
6782	598	0
575	575	1
8140	583	0
609	569	0
7062	606	0
10431	633	0
10431	3633	0
606	606	1
640	640	1
8103	5569	0
6602	713	0
9025	23	0
695	695	1
726	726	1
752	752	1
7472	715	0
6744	690	0
6744	763	0
7134	776	0
6776	752	0
8518	729	0
9085	790	0
798	773	0
843	843	1
843	794	0
827	827	1
889	889	1
893	893	1
55	843	0
55	278	0
880	932	0
917	917	1
7499	898	0
10428	290	0
923	923	1
983	972	0
968	992	0
1032	1032	1
161	996	0
161	993	0
3172	1040	0
9084	1055	0
2322	2322	1
2334	2334	1
6771	1184	0
6453	1266	0
1203	1247	0
1214	1214	1
2218	2218	1
1223	1223	1
10122	1943	0
8896	5547	0
1381	1381	1
1403	1403	1
1398	1435	0
10490	4394	0
1493	1493	1
1463	1463	1
413	413	1
445	1493	0
1468	1468	1
1556	1556	1
4502	4502	1
1536	1536	1
1550	1550	1
1614	1614	1
1588	1516	0
6437	1751	0
1656	1656	1
1699	1699	1
9969	1689	0
7918	5987	0
9858	1684	0
1630	1730	0
1700	1700	1
1815	1815	1
10694	1681	0
5277	5277	1
9526	1845	0
1880	1954	0
9999	1919	0
8664	1928	0
1926	1926	1
1970	2117	0
2036	2101	0
1961	2006	0
2097	372	0
431	431	1
2012	2059	0
7216	2084	0
8558	2006	0
8558	431	0
2134	1982	0
9329	2141	0
9204	2194	0
2073	1869	0
2197	2197	1
983	2972	0
2313	2313	1
2313	2379	0
2199	2199	1
2220	2124	0
6422	2288	0
2304	2304	1
2247	2247	1
2306	1338	0
2306	2310	1
2299	2299	1
6745	2283	0
1959	2013	0
7174	5517	1
9214	2081	0
2418	2418	1
9097	4712	0
2429	2429	1
2356	4172	0
2356	1400	0
7250	3070	0
1275	1275	1
7589	1959	0
7399	968	0
2440	2595	0
2487	4172	0
2459	2459	1
2502	2354	0
1139	2595	0
2450	2450	1
2458	2458	1
8898	2470	0
2526	2526	1
2568	2486	0
2080	2643	0
6293	2758	0
2518	2518	1
3070	3070	1
2549	2551	1
2490	2490	1
9061	2612	0
2537	1271	0
648	2642	0
648	656	0
6799	2031	0
1776	1776	1
2642	648	0
2685	2685	1
2633	2633	1
2608	6293	0
10665	2516	0
2629	2636	0
2646	2638	0
2684	2684	1
8690	6279	0
2873	2873	1
2741	2763	0
9791	2680	0
2754	2859	0
2703	2703	1
